Tiempo,Flujo
2454956.058322246,401121.47
2454956.059003368,401293.62
2454956.05968449,401282.56
2454956.0603656117,401413.84
2454956.0610467335,401323.2
2454956.0617278554,401428.66
2454956.062409077,401260.78
2454956.0630901987,401270.5
2454956.0637713205,401405.44
2454956.0644525425,401365.53
2454956.065133564,401226.62
2454956.065814686,401378.8
2454956.0664958074,401426.62
2454956.0671770293,401235.3
2454956.067858151,401459.62
2454956.068539273,401126.7
2454956.069220495,401427.84
2454956.069901617,401321.3
2454956.0705826385,401397.56
2454956.07126386,401205.9
2454956.071944982,401346.16
2454956.0726261036,401323.28
2454956.0733073256,401319.03
2454956.073988447,401544.97
2454956.074669669,401391.6
2454956.0753507908,401197.66
2454956.0760318125,401143.16
2454956.0767129343,401231.4
2454956.0773941563,401243.0
2454956.078075278,401320.66
2454956.0787564996,401260.3
2454956.0794376214,401281.72
2454956.0801187432,401360.66
2454956.080799965,401256.3
2454956.081480987,401315.3
2454956.0821621087,401219.38
2454956.08284333,401377.22
2454956.083524452,401224.06
2454956.084205574,401401.78
2454956.0848866957,401254.84
2454956.085567917,401423.0
2454956.086249039,401370.34
2454956.0869300608,401351.88
2454956.0876112827,401190.34
2454956.0882924045,401157.0
2454956.0889735264,401212.62
2454956.0896547483,401260.9
2454956.0903358697,401407.72
2454956.0910169915,401157.9
2454956.0916981134,401257.44
2454956.092379235,401253.38
2454956.093060357,401344.44
2454956.093741479,401248.38
2454956.0944227003,401431.5
2454956.095103822,401401.16
2454956.095784944,401351.0
2454956.096466166,401253.25
2454956.097147288,401439.44
2454956.0978283095,401396.3
2454956.098509531,401187.6
2454956.099190653,401278.1
2454956.0998717747,401329.28
2454956.1005529966,401206.28
2454956.1012341185,401378.66
2454956.1019152403,401331.5
2454956.102596462,401592.34
2454956.1032774835,401211.28
2454956.1039586053,401389.84
2454956.104639727,401289.84
2454956.105320949,401426.72
2454956.1060020705,401263.7
2454956.1066832924,401440.84
2454956.1073644143,401236.7
2454956.108045636,401262.75
2454956.108726558,401402.22
2454956.1094077798,401365.94
2454956.110088901,401176.34
2454956.110770123,401346.97
2454956.111451245,401424.28
2454956.1121323667,401305.16
2454956.1128135887,401262.0
2454956.11349471,401260.6
2454956.1141757322,401495.97
2454956.1148569537,401288.44
2454956.1155380756,401296.22
2454956.1162191974,401465.16
2454956.1169004194,401194.53
2454956.1175815407,401178.8
2454956.1182626626,401489.47
2454956.1189437844,401555.0
2454956.119624906,401245.47
2454956.120306028,401421.1
2454956.12098715,401278.28
2454956.1216683714,401360.16
2454956.122349493,401157.9
2454956.123030615,401286.66
2454956.123711837,401375.75
2454956.1243929584,401484.75
2454956.1250739805,401348.66
2454956.125755202,401275.16
2454956.126436324,401338.5
2454956.1271174457,401390.56
2454956.1277985675,401226.88
2454956.1284797895,401441.78
2454956.1291609113,401180.44
2454956.129842133,401486.38
2454956.1305232546,401222.88
2454956.1312042763,401294.34
2454956.131885398,401328.8
2454956.13256662,401154.6
2454956.1332477415,401212.03
2454956.1339289634,401372.1
2454956.1346100853,401210.44
2454956.135291207,401306.7
2454956.1359724286,401463.47
2454956.136653451,401407.78
2454956.137334572,401273.62
2454956.138015794,401348.97
2454956.138696916,401392.2
2454956.139378038,401293.66
2454956.1400592593,401449.66
2454956.140740381,401298.25
2454956.141421503,401412.34
2454956.1421025246,401371.22
2454956.1427837466,401422.2
2454956.1434648684,401492.9
2454956.1441460904,401404.62
2454956.1448272117,401386.6
2454956.1455083336,401644.9
2454956.1461894554,401246.53
2454956.1468706774,401422.38
2454956.147551699,401405.94
2454956.1482329206,401206.47
2454956.1489140424,401267.22
2454956.149595164,401398.34
2454956.150276286,401199.9
2454956.150957508,401317.06
2454956.1516386294,401305.16
2454956.152319751,401244.2
2454956.153000873,401327.38
2454956.153681995,401305.94
2454956.1543631167,401148.12
2454956.1550442385,401213.62
2454956.15572546,401380.88
2454956.156406582,401331.75
2454956.1570877037,401448.8
2454956.1577689257,401354.44
2454956.1584499474,401276.53
2454956.159131069,401558.34
2454956.1598122907,401492.94
2454956.1604934125,401264.44
2454956.1611745344,401287.44
2454956.1618557563,401547.47
2454956.162536878,401386.9
2454956.163218,401355.16
2454956.163899122,401279.2
2454956.164580243,401204.97
2454956.165261365,401134.6
2454956.165942587,401443.6
2454956.166623709,401266.0
2454956.1673048306,401313.9
2454956.167986052,401353.03
2454956.168667174,401259.1
2454956.1693481957,401472.1
2454956.1700294176,401306.56
2454956.1707105394,401325.75
2454956.1713916613,401228.0
2454956.1720728828,401361.94
2454956.1727540046,401241.38
2454956.1734352265,401330.1
2454956.174116348,401168.06
2454956.17479737,401268.2
2454956.1754784915,401282.94
2454956.1761597134,401173.56
2454956.1768408353,401467.84
2454956.177521957,401237.72
2454956.1782031786,401257.2
2454956.1788843004,401266.6
2454956.1795654222,401368.28
2454956.180246544,401213.75
2454956.180927666,401408.34
2454956.1816087877,401445.4
2454956.1822899096,401346.44
2454956.182971131,401192.53
2454956.183652253,401337.25
2454956.1843333747,401251.5
2454956.185014596,401523.22
2454956.1856956184,401426.84
2454956.1863767398,401391.78
2454956.1870579617,401290.78
2454956.1877390835,401333.97
2454956.1884202054,401244.03
2454956.189101427,401374.72
2454956.1897825487,401216.1
2454956.1904636705,401471.0
2454956.1911446922,401370.34
2454956.191825914,401251.16
2454956.192507036,401255.9
2454956.193188158,401361.44
2454956.1938693793,401313.06
2454956.194550501,401282.38
2454956.195231723,401307.78
2454956.195912845,401160.1
2454956.1965938667,401290.4
2454956.1972749885,401197.06
2454956.19795621,401217.3
2454956.198637332,401301.88
2454956.199318554,401244.5
2454956.1999996756,401353.72
2454956.2006807975,401217.2
2454956.201362019,401140.5
2454956.202043141,401216.3
2454956.2027241625,401440.88
2454956.2034053844,401208.6
2454956.2040865063,401320.1
2454956.2047676276,401217.8
2454956.2054488496,401317.66
2454956.2061299714,401421.8
2454956.2068110933,401279.44
2454956.2074923147,401347.3
2454956.208173337,401299.03
2454956.2088544583,401276.0
2454956.20953558,401319.16
2454956.210216802,401245.22
2454956.210897924,401385.56
2454956.2115790457,401353.2
2454956.212260267,401354.88
2454956.212941389,401192.9
2454956.213622411,401405.06
2454956.2143036327,401373.3
2454956.2149847546,401281.62
2454956.2156658764,401361.9
2454956.216347098,401025.5
2454956.2170282197,401265.2
2454956.2177093416,401268.12
2454956.2183905635,401223.66
2454956.219071585,401343.38
2454956.2197527066,401186.06
2454956.2204338284,401310.84
2454956.2211150504,401156.5
2454956.221796172,401505.88
2454956.2224773937,401312.97
2454956.2231585155,401350.9
2454956.2238396374,401304.53
2454956.224520659,401350.38
2454956.225201881,401280.62
2454956.225883003,401297.72
2454956.2265641247,401259.06
2454956.227245346,401271.9
2454956.227926468,401322.56
2454956.22860769,401330.34
2454956.229288812,401388.25
2454956.2299698335,401438.94
2454956.2306509553,401217.0
2454956.231332177,401399.97
2454956.2320132987,401376.34
2454956.2326945206,401339.34
2454956.233375642,401386.72
2454956.234056764,401353.84
2454956.234737986,401422.44
2454956.2354190075,401308.7
2454956.2361001293,401364.4
2454956.2367813513,401387.6
2454956.2374624726,401263.5
2454956.2381435945,401344.53
2454956.2388247163,400917.72
2454956.2395059383,401426.28
2454956.24018706,401200.56
2454956.240868082,401356.8
2454956.2415493033,401409.28
2454956.242230425,401328.2
2454956.242911547,401397.12
2454956.243592769,401228.06
2454956.2442738907,401275.72
2454956.244955012,401189.47
2454956.245636134,401274.03
2454956.246317256,401352.4
2454956.2469983776,401413.38
2454956.2476794994,401294.47
2454956.248360721,401412.28
2454956.2490418428,401196.12
2454956.2497229646,401238.06
2454956.2504041865,401346.62
2454956.251085308,401225.44
2454956.2517663296,401314.44
2454956.2524475516,401422.2
2454956.2531286734,401090.72
2454956.2538097952,401466.75
2454956.2544910167,401395.34
2454956.2551721386,401266.34
2454956.2558532604,401093.38
2454956.2565344824,401200.66
2454956.257215504,401303.4
2454956.257896626,401364.9
2454956.2585778474,401187.84
2454956.259258969,401385.75
2454956.259940091,401426.66
2454956.260621313,401336.53
2454956.261302435,401371.0
2454956.2619836563,401361.84
2454956.262664678,401511.8
2454956.2633458,401403.94
2454956.2640269217,401169.56
2454956.2647081437,401174.84
2454956.2653892655,401278.44
2454956.266070387,401273.06
2454956.266751609,401376.62
2454956.2674327306,401358.6
2454956.2681137524,401331.66
2454956.2687949743,401299.94
2454956.2694760957,401365.16
2454956.2701572175,401335.3
2454956.2708384395,401291.75
2454956.2715195613,401253.88
2454956.272200683,401230.5
2454956.2728818045,401295.78
2454956.2735630265,401248.47
2454956.274244048,401330.4
2454956.27492517,401263.3
2454956.275606392,401234.66
2454956.276287514,401246.47
2454956.276968635,401301.9
2454956.277649857,401431.8
2454956.278330979,401240.5
2454956.279012101,401311.9
2454956.279693222,401227.34
2454956.280374344,400963.34
2454956.281055466,401237.78
2454956.2817365876,401408.4
2454956.2824178096,401311.56
2454956.283098931,401358.38
2454956.283780153,401441.06
2454956.2844612747,401241.75
2454956.2851422965,401317.56
2454956.2858234183,401176.34
2454956.28650464,401395.03
2454956.2871857616,401339.34
2454956.2878669836,401079.7
2454956.2885481054,401255.5
2454956.289229227,401393.72
2454956.2899104487,401339.03
2454956.2905914704,401306.47
2454956.2912725923,401379.4
2454956.291953814,401429.3
2454956.292634936,401288.22
2454956.293316058,401345.16
2454956.2939972794,401287.03
2454956.294678401,401121.78
2454956.295359523,401280.34
2454956.296040645,401202.06
2454956.2967217667,401250.3
2454956.2974028885,
2454956.29808411,
2454956.298765232,
2454956.2994463537,
2454956.3001274755,
2454956.300808697,
2454956.3014897187,
2454956.3021708406,
2454956.3028520625,
2454956.3035331843,
2454956.3042143057,
2454956.3048955277,401242.75
2454956.3055766495,401193.97
2454956.3062577713,401213.53
2454956.306938893,401332.75
2454956.3076200145,401165.6
2454956.3083011364,401275.0
2454956.308982258,401306.72
2454956.30966348,401466.53
2454956.310344602,401265.94
2454956.311025724,401296.62
2454956.3117069453,401329.8
2454956.312387967,401286.75
2454956.313069089,401302.47
2454956.313750311,401329.97
2454956.3144314326,401371.06
2454956.315112554,401144.38
2454956.315793776,401417.5
2454956.316474898,401197.3
2454956.3171561193,401322.66
2454956.317837141,401290.78
2454956.318518263,401368.44
2454956.3191993847,401172.12
2454956.3198806066,401329.22
2454956.3205617284,401286.22
2454956.32124295,401243.53
2454956.3219240718,401318.75
2454956.3226051936,401222.28
2454956.3232862153,401429.5
2454956.3239674373,401268.88
2454956.324648559,401310.62
2454956.3253296805,401451.53
2454956.3260109024,401293.12
2454956.3266920242,401114.6
2454956.327373146,401332.44
2454956.3280543676,401342.84
2454956.3287353893,401238.47
2454956.329416511,401371.3
2454956.330097733,401279.06
2454956.330778855,401247.88
2454956.3314599763,401376.72
2454956.332141198,401306.78
2454956.33282232,401244.84
2454956.333503442,401407.5
2454956.3341845637,401261.2
2454956.334865685,401226.94
2454956.335546807,401243.53
2454956.3362279288,401314.2
2454956.3369091507,401444.38
2454956.3375902725,401394.44
2454956.3382713944,401379.4
2454956.338952616,401237.72
2454956.3396336376,401432.72
2454956.3403147594,401311.4
2454956.3409959814,401451.25
2454956.341677103,401279.03
2454956.3423582246,401391.2
2454956.3430394465,401455.4
2454956.3437205683,401231.88
2454956.34440169,401317.53
2454956.345082712,401378.4
2454956.3457639334,401456.34
2454956.346445055,401401.47
2454956.347126277,401311.0
2454956.347807399,401320.56
2454956.3484885204,401135.72
2454956.3491697423,401404.1
2454956.349850864,401337.12
2454956.350532086,401455.03
2454956.351213108,401383.3
2454956.3518942297,401246.88
2454956.352575351,401270.28
2454956.353256573,401421.9
2454956.353937695,401291.44
2454956.354618816,401261.6
2454956.355300038,401117.5
2454956.35598116,401363.5
2454956.3566621817,401201.28
2454956.3573434036,401474.5
2454956.3580245255,401337.03
2454956.358705647,401250.5
2454956.359386869,401192.66
2454956.3600679906,401070.1
2454956.3607491124,401434.25
2454956.361430334,401182.75
2454956.3621113556,401436.2
2454956.3627924775,401184.84
2454956.3634735993,401378.2
2454956.3641548213,401440.78
2454956.3648359426,401232.84
2454956.3655170645,401284.38
2454956.3661982864,401442.72
2454956.3668794082,401296.34
2454956.36756043,401298.56
2454956.3682416514,401378.0
2454956.3689227733,401468.28
2454956.369603895,401269.66
2454956.370285117,401142.12
2454956.370966239,401359.5
2454956.3716473607,401262.7
2454956.372328582,401291.88
2454956.373009604,401073.78
2454956.373690726,401294.3
2454956.3743718476,401260.47
2454956.375053069,401234.53
2454956.375734191,401424.1
2454956.376415413,401330.38
2454956.3770965347,401178.72
2454956.3777776565,401267.44
2454956.3784586783,401132.47
2454956.3791398997,401278.25
2454956.3798210216,401272.7
2454956.3805022435,401491.06
2454956.3811833654,401270.9
2454956.3818644867,401361.6
2454956.3825457087,401388.47
2454956.3832268305,401208.75
2454956.383907852,401068.4
2454956.3845890737,401378.03
2454956.3852701955,401435.1
2454956.3859513174,401326.34
2454956.3866325393,401329.94
2454956.387313661,401315.47
2454956.3879947825,401224.22
2454956.3886760045,401463.9
2454956.389357026,401354.75
2454956.390038148,401281.34
2454956.39071927,401243.7
2454956.3914004914,401349.56
2454956.392081613,401472.62
2454956.392762735,401269.06
2454956.393443957,401338.62
2454956.3941250783,401407.4
2454956.3948061005,401396.16
2454956.395487322,401193.3
2454956.396168444,401338.72
2454956.3968495657,401291.84
2454956.3975307876,401386.75
2454956.398211909,401451.56
2454956.398893031,401369.66
2454956.3995741527,401180.5
2454956.4002552745,401364.94
2454956.4009363963,401380.78
2454956.4016175177,401196.44
2454956.4022987396,401258.0
2454956.4029798615,401237.75
2454956.4036609833,401087.34
2454956.404342205,401428.84
2454956.4050233266,401230.16
2454956.4057043483,401336.28
2454956.40638547,401290.6
2454956.407066692,401193.5
2454956.4077478135,401287.3
2454956.4084290355,401343.2
2454956.4091101573,401347.03
2454956.4097913792,401333.2
2454956.4104725006,401240.28
2454956.411153523,401234.38
2454956.411834644,401289.62
2454956.412515866,401305.06
2454956.413196988,401375.44
2454956.4138781093,401261.12
2454956.4145593313,401383.94
2454956.415240453,401284.2
2454956.415921575,401191.03
2454956.4166026968,401320.9
2454956.4172838186,401301.06
2454956.41796494,401230.03
2454956.418646162,401648.34
2454956.4193272837,401318.16
2454956.4200084056,401256.8
2454956.420689627,401263.62
2454956.421370749,401343.06
2454956.4220518707,401203.56
2454956.4227329926,401312.47
2454956.4234141144,401391.2
2454956.4240952358,401365.66
2454956.4247764577,401099.25
2454956.4254575795,401085.66
2454956.4261387014,401191.25
2454956.426819823,401305.1
2454956.4275010447,401513.38
2454956.4281820664,401292.34
2454956.4288631883,401302.06
2454956.42954441,401377.2
2454956.4302255316,401433.75
2454956.4309066534,401221.5
2454956.4315878754,401183.4
2454956.432268997,401210.34
2454956.432950119,401352.56
2454956.4336312404,401297.44
2454956.434312362,401191.12
2454956.434993484,401450.22
2454956.435674706,401255.1
2454956.4363558274,401344.25
2454956.437036949,401305.72
2454956.437718171,401366.16
2454956.438399293,401156.72
2454956.4390803147,401258.4
2454956.439761536,401448.5
2454956.440442658,401308.44
2454956.44112378,401292.72
2454956.441805002,401339.78
2454956.442486123,401360.1
2454956.443167245,401281.97
2454956.443848467,401236.75
2454956.4445294887,401409.3
2454956.4452106105,401220.88
2454956.4458918325,401365.03
2454956.446572954,401334.66
2454956.4472540757,401449.28
2454956.4479352976,401246.72
2454956.448616419,401290.44
2454956.449297541,401342.2
2454956.4499786627,401200.22
2454956.4506597845,401245.3
2454956.4513409063,401340.75
2454956.452022028,401272.38
2454956.4527032496,401304.75
2454956.4533843715,401371.75
2454956.4540654933,401325.2
2454956.454746715,401299.2
2454956.455427737,401344.25
2454956.4561088583,401268.25
2454956.4567900803,401282.75
2454956.457471202,401345.4
2454956.458152324,401468.97
2454956.4588335454,401226.84
2454956.4595146673,401204.12
2454956.460195789,401385.7
2454956.460876811,401310.16
2454956.461558033,401211.28
2454956.462239154,401336.84
2454956.462920276,401336.44
2454956.463601498,401135.16
2454956.4642826198,401329.53
2454956.464963741,401358.2
2454956.465644963,401319.38
2454956.466325985,401211.28
2454956.4670071066,401394.1
2454956.4676883286,401325.28
2454956.46836945,401216.1
2454956.469050572,401253.97
2454956.4697317937,401440.38
2454956.4704129156,401269.9
2454956.471094137,401107.6
2454956.471775159,401237.84
2454956.4724562806,401352.12
2454956.4731374024,401245.7
2454956.4738186244,401330.56
2454956.4744997458,401267.62
2454956.4751809677,401214.44
2454956.4758620895,401297.38
2454956.4765432114,401426.06
2454956.477224233,401226.28
2454956.4779054546,401227.72
2454956.4785865764,401353.1
2454956.4792676982,401320.4
2454956.47994892,401348.72
2454956.4806300416,401287.38
2454956.4813111634,401359.6
2454956.4819923854,401255.97
2454956.482673407,401217.75
2454956.483354529,401272.47
2454956.4840357504,401310.16
2454956.484716872,401336.5
2454956.485397994,401372.88
2454956.486079216,401287.94
2454956.4867603374,401311.0
2454956.487441459,401249.94
2454956.488122481,401484.66
2454956.488803703,401327.28
2454956.4894848247,401387.38
2454956.4901659465,401303.3
2454956.490847168,401345.16
2454956.49152829,401213.72
2454956.4922094117,401224.66
2454956.492890633,401283.47
2454956.493571655,401320.9
2454956.4942527767,401256.56
2454956.4949339987,401221.75
2454956.4956151205,401219.97
2454956.4962962423,401408.5
2454956.496977464,401335.4
2454956.4976585857,401310.94
2454956.498339807,401466.0
2454956.499020929,401597.72
2454956.4997019507,401365.12
2454956.5003830725,401267.47
2454956.5010642945,401441.12
2454956.5017454163,401322.16
2454956.5024265377,401236.66
2454956.5031077596,401247.28
2454956.5037888815,401151.8
2454956.504470103,401293.66
2454956.505151125,401239.12
2454956.5058322465,401143.4
2454956.5065133683,401393.5
2454956.5071945903,401297.4
2454956.5078757117,401429.38
2454956.5085568335,401286.78
2454956.5092380554,401211.06
2454956.5099191773,401190.9
2454956.510600199,401243.44
2454956.511281421,401337.06
2454956.5119625423,401315.16
2454956.512643664,401265.97
2454956.513324886,401264.9
2454956.5140060075,401356.56
2454956.5146871293,401277.78
2454956.515368251,401343.16
2454956.516049373,401321.8
2454956.516730495,401305.38
2454956.5174116166,401192.62
2454956.518092838,401321.25
2454956.51877396,401106.4
2454956.519455082,401322.84
2454956.5201363033,401389.12
2454956.520817425,401285.38
2454956.521498447,401236.75
2454956.522179669,401457.75
2454956.5228607906,401363.3
2454956.5235419124,401355.4
2454956.524223134,401100.72
2454956.5249042558,401493.6
2454956.5255853776,401206.53
2454956.526266599,401475.5
2454956.526947621,401067.72
2454956.5276287426,401373.34
2454956.5283098645,401307.94
2454956.5289910864,401292.47
2454956.5296722082,401354.8
2454956.5303534297,401288.78
2454956.5310345516,401375.97
2454956.5317156734,401081.44
2454956.532396695,401531.78
2454956.5330779166,401396.78
2454956.5337590384,401397.5
2454956.5344402604,401440.5
2454956.5351213817,401321.62
2454956.5358025036,401440.94
2454956.5364837255,401237.94
2454956.5371648474,401186.22
2454956.537845869,401433.62
2454956.538527091,401359.0
2454956.5392082124,401440.53
2454956.5398893342,401276.94
2454956.540570556,401240.16
2454956.5412516776,401188.6
2454956.5419327994,401196.66
2454956.542613921,401231.72
2454956.543295043,401282.5
2454956.543976165,401404.53
2454956.5446572867,401251.72
2454956.545338508,401347.8
2454956.54601963,401373.6
2454956.546700752,401310.2
2454956.547381974,401402.5
2454956.548063095,401193.84
2454956.548744117,401189.62
2454956.549425339,401230.6
2454956.5501064607,401274.4
2454956.5507875825,401204.16
2454956.551468704,401170.53
2454956.552149926,401111.28
2454956.5528310477,401272.5
2454956.5535121695,401315.94
2454956.554193291,401409.38
2454956.5548744127,401371.88
2454956.5555555345,401384.2
2454956.556236756,401318.16
2454956.556917878,401231.53
2454956.5575989997,401372.44
2454956.5582802217,401206.72
2454956.5589613435,401302.28
2454956.559642365,401403.8
2454956.5603235867,401243.66
2454956.5610047085,401387.1
2454956.5616858304,401280.5
2454956.562367052,401243.56
2454956.5630481737,401272.28
2454956.5637293956,401428.84
2454956.5644105175,401377.47
2454956.565091539,401458.88
2454956.565772661,401504.0
2454956.5664538825,401342.56
2454956.5671350043,401400.56
2454956.5678162263,401304.25
2454956.5684973476,401295.53
2454956.5691784695,401442.72
2454956.5698595913,401451.6
2454956.5705408133,401420.38
2454956.571221835,401430.12
2454956.571902957,401317.9
2454956.5725841783,401181.56
2454956.5732653,401413.25
2454956.573946422,401301.5
2454956.5746276435,401128.75
2454956.5753087653,401311.47
2454956.575989887,401364.2
2454956.576671009,401187.28
2454956.5773521303,401308.56
2454956.578033252,401310.94
2454956.578714374,401164.8
2454956.579395596,401148.38
2454956.5800767173,401171.28
2454956.580757839,401351.8
2454956.581439061,401301.88
2454956.582120083,401241.5
2454956.5828012046,401247.34
2454956.583482426,401205.75
2454956.584163548,401307.38
2454956.58484467,401357.16
2454956.5855258917,401099.06
2454956.586207013,401348.9
2454956.586888135,401451.3
2454956.5875691567,401228.47
2454956.5882503786,401382.47
2454956.5889315004,401320.0
2454956.589612722,401490.34
2454956.5902938438,401174.72
2454956.5909749656,401184.56
2454956.591656187,401100.1
2454956.592337309,401268.47
2454956.5930183306,401275.53
2454956.5936995526,401274.22
2454956.5943806744,401258.47
2454956.595061796,401399.94
2454956.5957430177,401236.84
2454956.5964241396,401210.03
2454956.5971052614,401323.9
2454956.597786483,401214.28
2454956.5984675046,401313.9
2454956.5991486264,401341.28
2454956.5998298484,401204.97
2454956.60051097,401357.2
2454956.6011920916,401346.5
2454956.6018733135,401222.3
2454956.6025544354,401502.56
2454956.6032355567,401228.8
2454956.6039166786,401265.34
2454956.6045978004,401102.56
2454956.6052789222,401248.72
2454956.605960044,401223.38
2454956.6066412656,401328.34
2454956.6073223874,401420.97
2454956.608003509,401190.9
2454956.608684731,401352.0
2454956.609365753,401193.78
2454956.6100468743,401354.94
2454956.610728096,401243.06
2454956.611409218,401277.66
2454956.61209034,401356.03
2454956.6127714617,401393.4
2454956.613452683,401308.75
2454956.614133805,401263.1
2454956.6148148268,401279.53
2454956.6154960482,401285.56
2454956.61617717,401363.97
2454956.616858292,401630.44
2454956.617539514,401236.03
2454956.618220635,401271.88
2454956.618901857,401266.4
2454956.619582979,401316.3
2454956.6202640007,401228.5
2454956.6209451226,401309.66
2454956.621626344,401229.84
2454956.622307466,401209.7
2454956.622988688,401287.38
2454956.623669809,401370.94
2454956.624350931,401418.75
2454956.625032153,401345.44
2454956.6257131747,401393.0
2454956.6263942965,401132.9
2454956.627075418,401274.5
2454956.62775664,401168.44
2454956.6284377617,401581.03
2454956.629118983,401381.53
2454956.629800105,401348.34
2454956.630481227,401189.44
2454956.6311622486,401311.03
2454956.6318434705,401457.56
2454956.6325245923,401423.8
2454956.6332057137,401342.0
2454956.6338869357,401119.06
2454956.6345680575,401372.94
2454956.635249179,401197.22
2454956.635930401,401285.38
2454956.6366114225,401281.75
2454956.6372925444,401168.88
2454956.637973766,401213.6
2454956.6386548877,401221.34
2454956.6393360095,401264.44
2454956.6400171313,401369.2
2454956.640698353,401283.44
2454956.6413794747,401262.88
2454956.6420605965,401431.78
2454956.6427417183,401110.16
2454956.64342284,401416.12
2454956.6441039615,401323.7
2454956.6447851835,401287.0
2454956.6454663053,401434.66
2454956.646147427,401103.3
2454956.6468286486,401249.44
2454956.6475097705,401366.4
2454956.648190792,401155.56
2454956.648872014,401315.47
2454956.649553136,401180.34
2454956.6502342573,401359.5
2454956.6509154793,401523.12
2454956.651596601,401233.9
2454956.6522778226,401303.62
2454956.6529589444,401278.88
2454956.653639966,401221.8
2454956.654321088,401197.34
2454956.65500231,401299.53
2454956.6556834313,401376.44
2454956.6563646533,401324.3
2454956.657045775,401297.97
2454956.6577268965,401405.3
2454956.6584081184,401107.75
2454956.65908914,401454.4
2454956.659770262,401325.66
2454956.660451384,401392.88
2454956.6611326053,401211.03
2454956.661813727,401242.97
2454956.662494849,401293.25
2454956.6631760704,401157.84
2454956.6638571923,401321.4
2454956.664538214,401198.12
2454956.665219436,401190.84
2454956.665900558,401398.84
2454956.666581679,401306.75
2454956.667262901,401340.66
2454956.667944023,401126.3
2454956.6686251448,401229.38
2454956.669306266,401352.2
2454956.669987388,401099.72
2454956.67066851,401379.7
2454956.6713496316,400818.2
2454956.6720308536,401346.56
2454956.672711975,401325.6
2454956.673393097,401313.78
2454956.6740743187,401144.0
2454956.67475544,401294.28
2454956.675436462,401259.1
2454956.6761175836,401393.4
2454956.6767988056,401214.94
2454956.6774799274,401211.2
2454956.678161149,401286.16
2454956.6788422707,401464.72
2454956.6795233926,401257.0
2454956.680204614,401323.3
2454956.6808856362,401302.06
2454956.6815667576,401308.0
2454956.6822479796,401391.62
2454956.6829291014,401279.1
2454956.683610223,401421.9
2454956.6842914447,401519.56
2454956.6849725666,401207.2
2454956.6856536884,401291.7
2454956.6863348098,401242.38
2454956.6870159316,401214.1
2454956.6876970534,401323.25
2454956.6883782754,401237.34
2454956.6890593967,401298.56
2454956.6897405186,401459.7
2454956.6904217405,401408.62
2454956.691102862,401152.97
2454956.691783884,401292.12
2454956.6924651056,401278.25
2454956.6931462274,401366.4
2454956.693827349,401393.03
2454956.6945085707,401191.56
2454956.6951896925,401421.72
2454956.6958708144,401366.62
2454956.696551936,401123.5
2454956.6972330576,401467.16
2454956.6979141794,401427.47
2454956.6985953012,401346.72
2454956.699276523,401222.16
2454956.6999576446,401234.28
2454956.7006387664,401462.9
2454956.7013198882,401261.34
2454956.7020011097,401413.28
2454956.702682132,401119.72
2454956.7033632533,401189.66
2454956.704044475,401384.75
2454956.704725597,401120.56
2454956.705406719,401228.78
2454956.7060879404,401392.66
2454956.706769062,401133.12
2454956.7074502837,401340.56
2454956.708131306,401200.3
2454956.7088124272,401303.97
2454956.709493549,401385.72
2454956.710174771,401195.5
2454956.7108558924,401309.84
2454956.7115371143,401295.0
2454956.712218236,401448.47
2454956.712899358,401409.5
2454956.7135803797,401139.53
2454956.714261601,401066.4
2454956.714942723,401187.56
2454956.715623845,401454.16
2454956.7163050664,401302.12
2454956.716986188,401254.8
2454956.71766741,401315.97
2454956.718348532,401430.88
2454956.7190296534,401343.4
2454956.719710675,401349.9
2454956.720391897,401235.66
2454956.721073019,401354.3
2454956.7217542403,401149.53
2454956.722435362,401140.6
2454956.723116484,401362.16
2454956.723797606,401336.06
2454956.7244788273,401420.38
2454956.725159849,401270.8
2454956.725840971,401338.12
2454956.726522193,401401.22
2454956.727203314,401326.06
2454956.727884436,401140.22
2454956.728565558,401287.06
2454956.72924678,401379.03
2454956.729927901,401421.53
2454956.730609023,401276.16
2454956.731290145,401370.47
2454956.7319712667,401331.9
2454956.7326523885,401254.2
2454956.73333361,401228.56
2454956.734014732,401261.38
2454956.7346958537,401378.12
2454956.735377075,401446.8
2454956.736058097,401365.22
2454956.7367392187,401346.4
2454956.7374204407,401313.78
2454956.738101562,401215.75
2454956.738782684,401164.88
2454956.739463906,401306.88
2454956.7401450276,401310.6
2454956.740826249,401192.47
2454956.741507271,401072.28
2454956.7421883927,401300.0
2454956.7428695145,401313.5
2454956.743550736,401331.6
2454956.744231858,401307.9
2454956.74491308,401476.4
2454956.7455942016,401296.1
2454956.746275323,401293.66
2454956.7469563447,401447.16
2454956.7476375666,401279.28
2454956.7483186885,401511.1
2454956.74899981,401297.75
2454956.749681032,401319.75
2454956.7503621536,401134.6
2454956.7510432755,401387.84
2454956.751724497,401289.75
2454956.7524055187,401339.2
2454956.7530866405,401336.44
2454956.7537678625,401054.84
2454956.754448984,401139.8
2454956.7551301057,401264.62
2454956.7558112275,401248.25
2454956.756492449,401320.0
2454956.757173571,401351.53
2454956.7578546926,401183.12
2454956.7585358145,401310.53
2454956.7592169363,401354.66
2454956.759898058,401321.72
2454956.7605792796,401254.88
2454956.7612604015,401286.1
2454956.7619415233,401298.03
2454956.762622745,401437.2
2454956.7633037665,401217.38
